+------+----------------------+--------------------+-----------+-----------+---------------------------+-------------+----------------------------------------------+-------------------+-------------+-----------------+-----------------+----------------+--------------+------------------+------------------+-----------------+-----------+---------------+---------------+--------------+-----------+---------------+---------------+--------------+-------------+-----------------+-----------------+----------------+-------------+-----------------+-----------------+----------------+------------------+---------------+-------------------+-------------------+------------------+------------+----------------+----------------+---------------+----------+--------------+--------------+-------------+------------+---------------+-----------+---------------+---------------+--------------+----------+--------------+--------------+-------------+-----------+---------------+---------------+--------------+----------+--------------+--------------+-------------+---------------+-----------+---------------+---------------+--------------+--------------+-----------+---------------+------------+------------+---------------+---------------+-----------+---------------+---------------+-----------+---------------+---------------+--------------+------------------+------------------+
|      | pl_name              | hostname           |   sy_snum |   sy_pnum | discoverymethod           |   disc_year | disc_facility                                |   pl_controv_flag |   pl_orbper |   pl_orbpererr1 |   pl_orbpererr2 |   pl_orbperlim |   pl_orbsmax |   pl_orbsmaxerr1 |   pl_orbsmaxerr2 |   pl_orbsmaxlim |   pl_rade |   pl_radeerr1 |   pl_radeerr2 |   pl_radelim |   pl_radj |   pl_radjerr1 |   pl_radjerr2 |   pl_radjlim |   pl_bmasse |   pl_bmasseerr1 |   pl_bmasseerr2 |   pl_bmasselim |   pl_bmassj |   pl_bmassjerr1 |   pl_bmassjerr2 |   pl_bmassjlim | pl_bmassprov     |   pl_orbeccen |   pl_orbeccenerr1 |   pl_orbeccenerr2 |   pl_orbeccenlim |   pl_insol |   pl_insolerr1 |   pl_insolerr2 |   pl_insollim |   pl_eqt |   pl_eqterr1 |   pl_eqterr2 |   pl_eqtlim |   ttv_flag | st_spectype   |   st_teff |   st_tefferr1 |   st_tefferr2 |   st_tefflim |   st_rad |   st_raderr1 |   st_raderr2 |   st_radlim |   st_mass |   st_masserr1 |   st_masserr2 |   st_masslim |   st_met |   st_meterr1 |   st_meterr2 |   st_metlim | st_metratio   |   st_logg |   st_loggerr1 |   st_loggerr2 |   st_logglim | rastr        |        ra | decstr        |        dec |    sy_dist |   sy_disterr1 |   sy_disterr2 |   sy_vmag |   sy_vmagerr1 |   sy_vmagerr2 |   sy_kmag |   sy_kmagerr1 |   sy_kmagerr2 |   sy_gaiamag |   sy_gaiamagerr1 |   sy_gaiamagerr2 |
|  843 | HD 211970 b          | HD 211970          |         1 |         1 | Radial Velocity           |        2019 | Las Campanas Observatory                     |                 0 |   25.201    |      0.025      |     -0.025      |              0 |     0.143    |         0.003    |        -0.003    |               0 |     3.66  |       nan     |       nan     |            0 |     0.327 |       nan     |       nan     |            0 |    13       |         2.5     |        -2.5     |              0 |     0.0409  |         0.00787 |        -0.00787 |              0 | Msini            |      0.15     |          0.1      |         -0.1      |                0 |     nan    |         nan    |         nan    |           nan |      nan |          nan |          nan |         nan |          0 | K7 V          |   4127    |        149    |        -94    |            0 |     0.57 |         0.03 |        -0.04 |           0 |      0.61 |          0.04 |         -0.04 |            0 |  nan     |      nan     |      nan     |         nan | nan           |      4.69 |          0.1  |         -0.13 |            0 | 22h22m15.88s | 335.566   | -54d33m34.56s | -54.5596   |   13.1277  |       0.0069  |      -0.007   |  10.24    |        0.06   |       -0.06   |     5.663 |         0.021 |        -0.021 |      8.40444 |        0.000534  |       -0.000534  |
|  849 | HD 213885 b          | HD 213885          |         1 |         2 | Transit                   |        2019 | Transiting Exoplanet Survey Satellite (TESS) |                 0 |    1.00804  |      2.1e-05    |     -2e-05      |              0 |     0.02012  |         0.00015  |        -0.00012  |               0 |     1.745 |         0.051 |        -0.052 |            0 |     0.156 |         0.005 |        -0.005 |            0 |     8.83    |         0.66    |        -0.65    |              0 |     0.02778 |         0.00208 |        -0.00205 |              0 | Mass             |      0        |        nan        |        nan        |                0 |    3253.81 |         nan    |         nan    |             0 |     2128 |           13 |          -14 |           0 |          0 | G             |   5978    |         50    |        -50    |            0 |     1.1  |         0.01 |        -0.01 |           0 |      1.07 |          0.02 |         -0.02 |            0 |   -0.04  |        0.03  |       -0.03  |           0 | [Fe/H]        |      4.38 |          0.01 |         -0.01 |            0 | 22h35m56.09s | 338.984   | -59d51m53.38s | -59.8648   |   48.0883  |       0.0991  |      -0.0987  |   7.95    |        0.03   |       -0.03   |     6.419 |         0.024 |        -0.024 |      7.80173 |        0.000247  |       -0.000247  |
|  857 | HD 215497 b          | HD 215497          |         1 |         2 | Radial Velocity           |        2009 | La Silla Observatory                         |                 0 |    3.93404  |      0.00066    |     -0.00066    |              0 |     0.05     |         0        |         0        |               0 |     2.4   |       nan     |       nan     |            0 |     0.214 |       nan     |       nan     |            0 |     6.3566  |         3.1783  |        -3.1783  |              0 |     0.02    |         0.01    |        -0.01    |              0 | Msini            |      0.16     |          0.09     |         -0.09     |                0 |     nan    |         nan    |         nan    |           nan |      nan |          nan |          nan |         nan |          0 | K3 V          |   5110    |        108    |       -108    |            0 |     0.85 |         0.04 |        -0.04 |           0 |      0.67 |          0.33 |         -0.33 |            0 |    0.2   |      nan     |      nan     |           0 | [Fe/H]        |      4.4  |          0.21 |         -0.21 |            0 | 22h46m36.65s | 341.653   | -56d35m59.27s | -56.5998   |   40.5468  |       0.0537  |      -0.0535  |   8.96    |        0.03   |       -0.03   |     6.784 |         0.024 |        -0.024 |      8.68605 |        0.000229  |       -0.000229  |
|  861 | HD 216520 b          | HD 216520          |         1 |         2 | Radial Velocity           |        2020 | Multiple Observatories                       |                 0 |   35.45     |      0.011      |     -0.011      |              0 |     0.198    |         0.0004   |        -0.0004   |               0 |     3.18  |       nan     |       nan     |            0 |     0.284 |       nan     |       nan     |            0 |    10.26    |         0.99    |        -0.99    |              0 |     0.03228 |         0.00311 |        -0.00311 |              0 | Msini            |      0.09     |          0.06     |         -0.06     |                0 |     nan    |         nan    |         nan    |           nan |      nan |          nan |          nan |         nan |          0 | K2            |   5103    |         20    |        -20    |            0 |     0.76 |         0.01 |        -0.01 |           0 |      0.82 |          0.04 |         -0.04 |            0 |   -0.16  |      nan     |      nan     |           0 | [Fe/H]        |      4.54 |          0.03 |         -0.03 |            0 | 22h47m30.45s | 341.877   | +83d41m51.11s |  83.6975   |   19.552   |       0.0113  |      -0.0113  |   7.53    |        0.03   |       -0.03   |     5.449 |         0.021 |        -0.021 |      7.27896 |        0.000218  |       -0.000218  |
|  862 | HD 216520 c          | HD 216520          |         1 |         2 | Radial Velocity           |        2020 | Multiple Observatories                       |                 0 |  154.43     |      0.44       |     -0.44       |              0 |     0.528    |         0.01     |        -0.01     |               0 |     3.03  |       nan     |       nan     |            0 |     0.271 |       nan     |       nan     |            0 |     9.44    |         1.63    |        -1.63    |              0 |     0.0297  |         0.00513 |        -0.00513 |              0 | Msini            |      0.12     |          0.08     |         -0.08     |                0 |     nan    |         nan    |         nan    |           nan |      nan |          nan |          nan |         nan |          0 | K2            |   5103    |         20    |        -20    |            0 |     0.76 |         0.01 |        -0.01 |           0 |      0.82 |          0.04 |         -0.04 |            0 |   -0.16  |      nan     |      nan     |           0 | [Fe/H]        |      4.54 |          0.03 |         -0.03 |            0 | 22h47m30.45s | 341.877   | +83d41m51.11s |  83.6975   |   19.552   |       0.0113  |      -0.0113  |   7.53    |        0.03   |       -0.03   |     5.449 |         0.021 |        -0.021 |      7.27896 |        0.000218  |       -0.000218  |
|  865 | HD 21693 b           | HD 21693           |         1 |         2 | Radial Velocity           |        2019 | La Silla Observatory                         |                 0 |   22.6786   |      0.0085     |     -0.0087     |              0 |     0.1455   |         0.0058   |        -0.0063   |               0 |     2.8   |       nan     |       nan     |            0 |     0.25  |       nan     |       nan     |            0 |     8.23    |         1.08    |        -1.05    |              0 |     0.0259  |         0.0034  |        -0.0033  |              0 | Msini            |      0.12     |          0.09     |         -0.08     |                0 |     nan    |         nan    |         nan    |           nan |      nan |          nan |          nan |         nan |          0 | G8 V          |   5430    |         26    |        -26    |            0 |     0.91 |         0.01 |        -0.02 |           0 |      0.8  |        nan    |        nan    |            0 |    0     |        0.02  |       -0.02  |           0 | [Fe/H]        |      4.37 |          0.04 |         -0.04 |            0 | 03h27m12.97s |  51.804   | -58d19m23.78s | -58.3233   |   33.255   |       0.0349  |      -0.0348  |   7.95    |        0.03   |       -0.03   |     6.193 |         0.017 |        -0.017 |      7.75701 |        0.000194  |       -0.000194  |
|  871 | HD 217786 c          | HD 217786          |         2 |         2 | Radial Velocity           |        2022 | Multiple Observatories                       |                 0 |    2.52221  |      0.00011609 |     -4.877e-05  |              0 |     0.037863 |         0.001698 |        -0.001842 |               0 |     2.62  |       nan     |       nan     |            0 |     0.234 |       nan     |       nan     |            0 |     7.35886 |         0.71148 |        -0.72537 |              0 |     0.02315 |         0.00224 |        -0.00228 |              0 | Msini            |     -0.518659 |          0.007023 |         -0.014652 |                0 |     nan    |         nan    |         nan    |           nan |      nan |          nan |          nan |         nan |          0 | F8 V          |   5966    |         65    |        -65    |            0 |     1.34 |         0.04 |        -0.03 |           0 |      1.14 |          0.16 |         -0.16 |            0 |   -0.135 |        0.043 |       -0.043 |           0 | [Fe/H]        |      4.28 |          0.09 |         -0.09 |            0 | 23h03m08.11s | 345.784   | -00d25m49.29s |  -0.430359 |   55.4847  |       0.2469  |      -0.2448  |   7.78    |        0.03   |       -0.03   |     6.352 |         0.02  |        -0.02  |      7.63573 |        0.000282  |       -0.000282  |
|  876 | HD 219134 b          | HD 219134          |         1 |         6 | Radial Velocity           |        2015 | Roque de los Muchachos Observatory           |                 0 |    3.09293  |      1e-05      |     -1e-05      |              0 |     0.03876  |         0.00047  |        -0.00047  |               0 |     1.602 |         0.055 |        -0.055 |            0 |     0.143 |         0.005 |        -0.005 |            0 |     4.74    |         0.19    |        -0.19    |              0 |     0.01491 |         0.0006  |        -0.0006  |              0 | Mass             |      0        |        nan        |        nan        |                0 |     176.2  |           5.5  |          -5.5  |             0 |     1015 |            8 |           -8 |           0 |          0 | K3 V          |   4699    |         16    |        -16    |            0 |     0.78 |         0.01 |        -0.01 |           0 |      0.81 |          0.03 |         -0.03 |            0 |    0.11  |        0.04  |       -0.04  |           0 | [Fe/H]        |      4.57 |          0.02 |         -0.02 |            0 | 23h13m20.93s | 348.337   | +57d10m10.65s |  57.1696   |    6.53127 |       0.00384 |      -0.00385 |   5.56911 |        0.023  |       -0.023  |     3.261 |         0.304 |        -0.304 |      5.2402  |        0.0022257 |       -0.0022257 |
|  878 | HD 219134 d          | HD 219134          |         1 |         6 | Radial Velocity           |        2015 | Roque de los Muchachos Observatory           |                 0 |   46.859    |      0.028      |     -0.028      |              0 |     0.237    |         0.003    |        -0.003    |               0 |     1.61  |         0.02  |        -0.02  |           -1 |     0.144 |         0.002 |        -0.002 |           -1 |    16.17    |         0.64    |        -0.64    |             -1 |     0.05088 |         0.00201 |        -0.00201 |             -1 | Mass             |      0.138    |          0.025    |         -0.025    |                0 |       4.72 |           0.15 |          -0.15 |             0 |      410 |            3 |           -3 |           0 |          0 | K3 V          |   4699    |         16    |        -16    |            0 |     0.78 |         0.01 |        -0.01 |           0 |      0.81 |          0.03 |         -0.03 |            0 |    0.11  |        0.04  |       -0.04  |           0 | [Fe/H]        |      4.57 |          0.02 |         -0.02 |            0 | 23h13m20.93s | 348.337   | +57d10m10.65s |  57.1696   |    6.53127 |       0.00384 |      -0.00385 |   5.56911 |        0.023  |       -0.023  |     3.261 |         0.304 |        -0.304 |      5.2402  |        0.0022257 |       -0.0022257 |
|  880 | HD 219134 g          | HD 219134          |         1 |         6 | Radial Velocity           |        2015 | Multiple Observatories                       |                 0 |   94.2      |      0.2        |     -0.2        |              0 |     0.3753   |         0.0004   |        -0.0004   |               0 |     3.28  |       nan     |       nan     |            0 |     0.293 |       nan     |       nan     |            0 |    10.8062  |         1.27132 |        -1.27132 |              0 |     0.034   |         0.004   |        -0.004   |              0 | Msini            |      0        |        nan        |        nan        |                0 |     nan    |         nan    |         nan    |           nan |      nan |          nan |          nan |         nan |          0 | K3 V          |   4913    |        nan    |        nan    |            0 |     0.77 |         0.02 |        -0.02 |           0 |      0.79 |          0.04 |         -0.02 |            0 |    0.08  |      nan     |      nan     |           0 | [Fe/H]        |      4.51 |        nan    |        nan    |            0 | 23h13m20.93s | 348.337   | +57d10m10.65s |  57.1696   |    6.53127 |       0.00384 |      -0.00385 |   5.56911 |        0.023  |       -0.023  |     3.261 |         0.304 |        -0.304 |      5.2402  |        0.0022257 |       -0.0022257 |
|  901 | HD 22496 b           | HD 22496           |         1 |         1 | Radial Velocity           |        2021 | Paranal Observatory                          |                 0 |    5.09071  |      0.00026    |     -0.00026    |              0 |     0.051    |         0.0024   |        -0.0026   |               0 |     2.22  |       nan     |       nan     |            0 |     0.198 |       nan     |       nan     |            0 |     5.57    |         0.73    |        -0.68    |              0 |     0.01753 |         0.0023  |        -0.00214 |              0 | Msini            |    nan        |        nan        |        nan        |              nan |      26    |          13    |         -10    |             0 |      573 |           63 |          -69 |           0 |          0 | K5/M0V        |   4385    |         21    |        -21    |            0 |     0.67 |         0.02 |        -0.02 |           0 |      0.68 |          0.01 |         -0.01 |            0 |   -0.08  |        0.02  |       -0.02  |           0 | [Fe/H]        |      4.69 |          0.05 |         -0.05 |            0 | 03h35m01.57s |  53.7565  | -48d25m04.14s | -48.4178   |   13.5956  |       0.0072  |      -0.0072  |   8.57    |        0.03   |       -0.03   |     5.338 |         0.018 |        -0.018 |      8.01945 |        0.000547  |       -0.000547  |
|  909 | HD 23472 b           | HD 23472           |         1 |         5 | Transit                   |        2019 | Transiting Exoplanet Survey Satellite (TESS) |                 0 |   17.6671   |      4.2e-05    |     -4.2e-05    |              0 |     0.1162   |         0.0018   |        -0.0018   |               0 |     2     |         0.11  |        -0.1   |            0 |     0.178 |         0.01  |        -0.009 |            0 |     8.32    |         0.78    |        -0.79    |              0 |     0.02618 |         0.00245 |        -0.00249 |              0 | Mass             |      0.072    |          0.039    |         -0.04     |                0 |      16    |           1.8  |          -1.6  |             0 |      543 |           18 |          -18 |           0 |          0 | K4 V          |   4684    |         99    |        -99    |            0 |     0.71 |         0.02 |        -0.02 |           0 |      0.67 |          0.03 |         -0.03 |            0 |   -0.2   |        0.05  |       -0.05  |           0 | [Fe/H]        |      4.53 |          0.08 |         -0.08 |            0 | 03h41m50.17s |  55.459   | -62d46m02.16s | -62.7673   |   39.0341  |       0.0401  |      -0.04    |   9.73    |        0.03   |       -0.03   |     7.207 |         0.023 |        -0.023 |      9.38476 |        0.000227  |       -0.000227  |
|  910 | HD 23472 c           | HD 23472           |         1 |         5 | Transit                   |        2019 | Transiting Exoplanet Survey Satellite (TESS) |                 0 |   29.7975   |      0.00013    |     -0.00014    |              0 |     0.1646   |         0.0024   |        -0.0024   |               0 |     1.87  |         0.12  |        -0.11  |            0 |     0.167 |         0.011 |        -0.01  |            0 |     3.41    |         0.88    |        -0.81    |              0 |     0.01073 |         0.00277 |        -0.00255 |              0 | Mass             |      0.063    |          0.054    |         -0.043    |                0 |       7.96 |           0.87 |          -0.78 |             0 |      467 |           19 |          -18 |           0 |          0 | K4 V          |   4684    |         99    |        -99    |            0 |     0.71 |         0.02 |        -0.02 |           0 |      0.67 |          0.03 |         -0.03 |            0 |   -0.2   |        0.05  |       -0.05  |           0 | [Fe/H]        |      4.53 |          0.08 |         -0.08 |            0 | 03h41m50.17s |  55.459   | -62d46m02.16s | -62.7673   |   39.0341  |       0.0401  |      -0.04    |   9.73    |        0.03   |       -0.03   |     7.207 |         0.023 |        -0.023 |      9.38476 |        0.000227  |       -0.000227  |
|  922 | HD 24085 b           | HD 24085           |         1 |         1 | Radial Velocity           |        2019 | Las Campanas Observatory                     |                 0 |    2.0455   |      0.0002     |     -0.0002     |              0 |     0.034    |         0.001    |        -0.001    |               0 |     3.46  |       nan     |       nan     |            0 |     0.309 |       nan     |       nan     |            0 |    11.8     |         3.1     |        -3.1     |              0 |     0.03713 |         0.00975 |        -0.00975 |              0 | Msini            |      0.22     |          0.12     |         -0.12     |                0 |     nan    |         nan    |         nan    |           nan |      nan |          nan |          nan |         nan |          0 | G0 V          |   6034    |         32    |        -53    |            0 |     1.41 |         0.03 |        -0.02 |           0 |      1.22 |          0.07 |         -0.07 |            0 |    0.17  |        0.06  |       -0.06  |           0 | [M/H]         |      4.2  |          0.09 |         -0.05 |            0 | 03h45m01.52s |  56.2563  | -70d01m28.27s | -70.0245   |   54.9004  |       0.0745  |      -0.0743  |   7.57    |        0.03   |       -0.03   |     6.172 |         0.017 |        -0.017 |      7.42496 |        0.000244  |       -0.000244  |
|  933 | HD 26965 b           | HD 26965           |         3 |         1 | Radial Velocity           |        2018 | Multiple Observatories                       |                 0 |   42.378    |      0.01       |     -0.01       |              0 |   nan        |       nan        |       nan        |             nan |     2.84  |       nan     |       nan     |            0 |     0.254 |       nan     |       nan     |            0 |     8.47    |         0.47    |        -0.47    |              0 |     0.02665 |         0.00148 |        -0.00148 |              0 | Msini            |      0.04     |          0.05     |         -0.03     |                0 |     nan    |         nan    |         nan    |           nan |      nan |          nan |          nan |         nan |          0 | K0 V          |   5072    |         53    |        -53    |            0 |     0.87 |         0.17 |        -0.17 |           0 |      0.78 |          0.08 |         -0.08 |            0 |   -0.42  |        0.04  |       -0.04  |           0 | [Fe/H]        |      4.45 |          0.19 |         -0.19 |            0 | 04h15m13.98s |  63.8083  | -07d40m03.37s |  -7.6676   |    5.03545 |       0.01306 |      -0.013   |   4.42018 |        0.023  |       -0.023  |     2.498 |         0.236 |        -0.236 |      4.18665 |        0.0051126 |       -0.0051126 |
|  940 | HD 28109 b           | HD 28109           |         1 |         3 | Transit                   |        2022 | Transiting Exoplanet Survey Satellite (TESS) |                 0 |   22.891    |      0.00035    |     -0.00036    |              0 |     0.1357   |         0.0034   |        -0.0034   |               0 |     2.199 |         0.098 |        -0.1   |            0 |     0.196 |         0.009 |        -0.009 |            0 |    18.496   |         9.12    |        -7.609   |              0 |     0.05819 |         0.02869 |        -0.02394 |              0 | Mass             |      0.3307   |        nan        |        nan        |                1 |      98.75 |         nan    |         nan    |             0 |      881 |            8 |           -8 |           0 |          0 | F8/G0 V       |   6120    |         50    |        -50    |            0 |     1.45 |         0.04 |        -0.04 |           0 |      1.26 |          0.08 |         -0.08 |            0 |    0     |        0.1   |       -0.1   |           0 | [Fe/H]        |      4.13 |          0.1  |         -0.1  |            0 | 04h20m57.19s |  65.2383  | -68d06m09.68s | -68.1027   |  139.611   |       0.429   |      -0.427   |   9.42    |        0.03   |       -0.03   |     8.175 |         0.023 |        -0.023 |      9.29976 |        0.000323  |       -0.000323  |
|  942 | HD 28109 d           | HD 28109           |         1 |         3 | Transit                   |        2022 | Transiting Exoplanet Survey Satellite (TESS) |                 0 |   84.26     |      0.00744    |     -0.00662    |              0 |     0.411    |         0.016    |        -0.016    |               0 |     3.25  |         0.11  |        -0.11  |            0 |     0.29  |         0.01  |        -0.01  |            0 |     5.681   |         2.738   |        -2.11    |              0 |     0.01787 |         0.00861 |        -0.00664 |              0 | Mass             |      0.0864   |        nan        |        nan        |                1 |      17.37 |         nan    |         nan    |             0 |      506 |            9 |           -8 |           0 |          1 | F8/G0 V       |   6120    |         50    |        -50    |            0 |     1.45 |         0.04 |        -0.04 |           0 |      1.26 |          0.08 |         -0.08 |            0 |    0     |        0.1   |       -0.1   |           0 | [Fe/H]        |      4.13 |          0.1  |         -0.1  |            0 | 04h20m57.19s |  65.2383  | -68d06m09.68s | -68.1027   |  139.611   |       0.429   |      -0.427   |   9.42    |        0.03   |       -0.03   |     8.175 |         0.023 |        -0.023 |      9.29976 |        0.000323  |       -0.000323  |
|  961 | HD 31527 b           | HD 31527           |         1 |         3 | Radial Velocity           |        2019 | La Silla Observatory                         |                 0 |   16.5535   |      0.0034     |     -0.0035     |              0 |     0.1254   |         0.0041   |        -0.0045   |               0 |     3.22  |       nan     |       nan     |            0 |     0.288 |       nan     |       nan     |            0 |    10.47    |         0.89    |        -0.87    |              0 |     0.0329  |         0.0028  |        -0.0028  |              0 | Msini            |      0.1      |          0.05     |         -0.05     |                0 |     nan    |         nan    |         nan    |           nan |      nan |          nan |          nan |         nan |          0 | G2 V          |   5898    |         13    |        -13    |            0 |     1.07 |         0.01 |        -0.02 |           0 |      0.96 |        nan    |        nan    |            0 |   -0.17  |        0.01  |       -0.01  |           0 | [Fe/H]        |      4.45 |          0.02 |         -0.02 |            0 | 04h55m38.31s |  73.9096  | -23d14m28.74s | -23.2413   |   38.4473  |       0.0408  |      -0.0408  |   7.49    |        0.03   |       -0.03   |     6.049 |         0.018 |        -0.018 |      7.33222 |        0.000169  |       -0.000169  |
|  962 | HD 31527 c           | HD 31527           |         1 |         3 | Radial Velocity           |        2019 | La Silla Observatory                         |                 0 |   51.2053   |      0.0373     |     -0.0368     |              0 |     0.2663   |         0.0088   |        -0.0095   |               0 |     3.85  |       nan     |       nan     |            0 |     0.343 |       nan     |       nan     |            0 |    14.16    |         1.28    |        -1.23    |              0 |     0.0445  |         0.004   |        -0.0039  |              0 | Msini            |      0.04     |          0.05     |         -0.03     |                0 |     nan    |         nan    |         nan    |           nan |      nan |          nan |          nan |         nan |          0 | G2 V          |   5898    |         13    |        -13    |            0 |     1.07 |         0.01 |        -0.02 |           0 |      0.96 |        nan    |        nan    |            0 |   -0.17  |        0.01  |       -0.01  |           0 | [Fe/H]        |      4.45 |          0.02 |         -0.02 |            0 | 04h55m38.31s |  73.9096  | -23d14m28.74s | -23.2413   |   38.4473  |       0.0408  |      -0.0408  |   7.49    |        0.03   |       -0.03   |     6.049 |         0.018 |        -0.018 |      7.33222 |        0.000169  |       -0.000169  |
|  963 | HD 31527 d           | HD 31527           |         1 |         3 | Radial Velocity           |        2019 | La Silla Observatory                         |                 0 |  271.674    |      2.1135     |     -2.2471     |              0 |     0.8098   |         0.0273   |        -0.0293   |               0 |     3.46  |       nan     |       nan     |            0 |     0.309 |       nan     |       nan     |            0 |    11.82    |         1.7     |        -1.64    |              0 |     0.0372  |         0.0053  |        -0.0052  |              0 | Msini            |      0.24     |          0.13     |         -0.13     |                0 |     nan    |         nan    |         nan    |           nan |      nan |          nan |          nan |         nan |          0 | G2 V          |   5898    |         13    |        -13    |            0 |     1.07 |         0.01 |        -0.02 |           0 |      0.96 |        nan    |        nan    |            0 |   -0.17  |        0.01  |       -0.01  |           0 | [Fe/H]        |      4.45 |          0.02 |         -0.02 |            0 | 04h55m38.31s |  73.9096  | -23d14m28.74s | -23.2413   |   38.4473  |       0.0408  |      -0.0408  |   7.49    |        0.03   |       -0.03   |     6.049 |         0.018 |        -0.018 |      7.33222 |        0.000169  |       -0.000169  |
|  964 | HD 3167 b            | HD 3167            |         1 |         4 | Transit                   |        2016 | K2                                           |                 0 |    0.959654 |      3e-07      |     -2.9e-07    |              0 |     0.01802  |         0.00025  |        -0.00025  |               0 |     1.627 |         0.083 |        -0.058 |            0 |     0.145 |         0.007 |        -0.005 |            0 |     4.73    |         0.28    |        -0.29    |              0 |     0.01488 |         0.00088 |        -0.00091 |              0 | Mass             |      0.1      |        nan        |        nan        |                1 |    1625    |         244    |        -222    |             0 |     1777 |           27 |          -27 |           0 |          0 | K0 V          |   5300    |         73    |        -73    |            0 |     0.87 |         0.01 |        -0.01 |           0 |      0.85 |          0.03 |         -0.02 |            0 |    0.037 |        0.048 |       -0.048 |           0 | [Fe/H]        |      4.47 |          0.12 |         -0.12 |            0 | 00h34m57.64s |   8.74015 | +04d22m50.60s |   4.38072  |   47.2899  |       0.1485  |      -0.1475  |   8.97    |        0.03   |       -0.03   |     7.066 |         0.02  |        -0.02  |      8.76221 |        0.000265  |       -0.000265  |
|  965 | HD 3167 c            | HD 3167            |         1 |         4 | Transit                   |        2016 | K2                                           |                 0 |   29.8465   |      1.57e-05   |     -1.54e-05   |              0 |     0.1783   |         0.0025   |        -0.0025   |               0 |     2.923 |         0.098 |        -0.109 |            0 |     0.261 |         0.009 |        -0.01  |            0 |    10.67    |         0.85    |        -0.81    |              0 |     0.03357 |         0.00267 |        -0.00255 |              0 | Mass             |      0.15     |        nan        |        nan        |                1 |      16.6  |           2.5  |          -2.3  |             0 |      565 |            9 |           -8 |           0 |          0 | K0 V          |   5300    |         73    |        -73    |            0 |     0.87 |         0.01 |        -0.01 |           0 |      0.85 |          0.03 |         -0.02 |            0 |    0.037 |        0.048 |       -0.048 |           0 | [Fe/H]        |      4.47 |          0.12 |         -0.12 |            0 | 00h34m57.64s |   8.74015 | +04d22m50.60s |   4.38072  |   47.2899  |       0.1485  |      -0.1475  |   8.97    |        0.03   |       -0.03   |     7.066 |         0.02  |        -0.02  |      8.76221 |        0.000265  |       -0.000265  |
|  966 | HD 3167 d            | HD 3167            |         1 |         4 | Radial Velocity           |        2017 | Multiple Observatories                       |                 0 |    8.4783   |      0.0025     |     -0.0025     |              0 |     0.07703  |         0.00106  |        -0.00108  |               0 |     2.09  |       nan     |       nan     |            0 |     0.187 |       nan     |       nan     |            0 |     5.03    |         0.5     |        -0.5     |              0 |     0.01583 |         0.00157 |        -0.00157 |              0 | Msini            |      0.44     |        nan        |        nan        |                1 |      88.9  |           6.2  |          -6.2  |             0 |      860 |           13 |          -13 |           0 |          0 | K0 V          |   5300    |         73    |        -73    |            0 |     0.87 |         0.01 |        -0.01 |           0 |      0.85 |          0.03 |         -0.02 |            0 |    0.037 |        0.048 |       -0.048 |           0 | [Fe/H]        |      4.47 |          0.12 |         -0.12 |            0 | 00h34m57.64s |   8.74015 | +04d22m50.60s |   4.38072  |   47.2899  |       0.1485  |      -0.1475  |   8.97    |        0.03   |       -0.03   |     7.066 |         0.02  |        -0.02  |      8.76221 |        0.000265  |       -0.000265  |
|  967 | HD 3167 e            | HD 3167            |         1 |         4 | Radial Velocity           |        2022 | CHaracterising ExOPlanets Satellite (CHEOPS) |                 0 |  102.09     |      0.52       |     -0.5        |              0 |     0.4048   |         0.0077   |        -0.0074   |               0 |     3.09  |       nan     |       nan     |            0 |     0.276 |       nan     |       nan     |            0 |     9.74    |         1.2     |        -1.15    |              0 |     0.03065 |         0.00378 |        -0.00362 |              0 | Msini            |      0.6      |        nan        |        nan        |                1 |     nan    |         nan    |         nan    |           nan |      375 |            7 |           -7 |           0 |          0 | K0 V          |   5300    |         73    |        -73    |            0 |     0.87 |         0.01 |        -0.01 |           0 |      0.85 |          0.03 |         -0.02 |            0 |    0.037 |        0.048 |       -0.048 |           0 | [Fe/H]        |      4.47 |          0.12 |         -0.12 |            0 | 00h34m57.64s |   8.74015 | +04d22m50.60s |   4.38072  |   47.2899  |       0.1485  |      -0.1475  |   8.97    |        0.03   |       -0.03   |     7.066 |         0.02  |        -0.02  |      8.76221 |        0.000265  |       -0.000265  |
| 1000 | HD 39194 b           | HD 39194           |         1 |         3 | Radial Velocity           |        2021 | La Silla Observatory                         |                 0 |    5.6368   |      0.0004     |     -0.0004     |              0 |     0.056    |         0.001    |        -0.001    |               0 |     1.83  |       nan     |       nan     |            0 |     0.163 |       nan     |       nan     |            0 |     4       |         0.3     |        -0.3     |              0 |     0.01259 |         0.00094 |        -0.00094 |              0 | Msini            |      0.207    |        nan        |        nan        |                1 |     nan    |         nan    |         nan    |           nan |      nan |          nan |          nan |         nan |          0 | K0 V          |   5205    |         23    |        -23    |            0 |     0.78 |         0.04 |        -0.06 |           0 |      0.67 |          0.04 |         -0.04 |            0 |   -0.61  |        0.02  |       -0.02  |           0 | [Fe/H]        |      4.53 |          0.05 |         -0.05 |            0 | 05h44m30.98s |  86.1291  | -70d08m17.66s | -70.1382   |   26.4131  |       0.0265  |      -0.0265  |   8.09    |        0.03   |       -0.03   |     6.094 |         0.02  |        -0.02  |      7.85201 |        0.000243  |       -0.000243  |
